Name,Division,Records
Roman Salazar,Bantamweight Division,9-4-0 (W-L-D)
Luis Saldana,Featherweight Division,16-7-1 (W-L-D)
Muslim Salikhov,Welterweight Division,19-3-0 (W-L-D)
Sean Salmon,Light Heavyweight Division,9-3-0 (W-L-D)
Boston Salmon,Bantamweight Division,6-3-0 (W-L-D)
John Salter,Middleweight Division,5-2-0 (W-L-D)
Vinicius Salvador,Flyweight Division,14-5-0 (W-L-D)
Josh Samman,Middleweight Division,12-5-0 (W-L-D)
Josh Sampo,Flyweight Division,11-5-0 (W-L-D)
Julian Sanchez,,0-0-0 (W-L-D)
Diego Sanchez,Welterweight Division,32-13-0 (W-L-D)
Eddie Sanchez,Heavyweight Division,10-3-0 (W-L-D)
Roberto Sanchez,Flyweight Division,8-2-0 (W-L-D)
Joby Sanchez,Bantamweight Division,11-4-0 (W-L-D)
Andrew Sanchez,Middleweight Division,13-7-0 (W-L-D)
Jesse Sanders,Welterweight Division,21-5-0 (W-L-D)
Jerrod Sanders,Bantamweight Division,15-3-0 (W-L-D)
Luke Sanders,Featherweight Division,13-5-0 (W-L-D)
Cory Sandhagen,Bantamweight Division,16-4-0 (W-L-D)
Joseph Sandoval,Bantamweight Division,6-2-0 (W-L-D)
Hector Sandoval,Flyweight Division,14-4-0 (W-L-D)
Chris Sanford,Middleweight Division,0-0-0 (W-L-D)
Roldan Sangcha-an,Flyweight Division,4-2-0 (W-L-D)
Martin Sano,Welterweight Division,4-3-0 (W-L-D)
James Santamaria,N/A,N/A
Duda Santana,Women's Bantamweight Division,3-1-0 (W-L-D)
Shaheen Santana,Lightweight Division,0-1-0 (W-L-D)
Sean Santella,Flyweight Division,0-0-0 (W-L-D)
Jorge Santiago,Welterweight Division,23-11-0 (W-L-D)
Mike Santiago,Featherweight Division,21-12-0 (W-L-D)
Will Santiago,Middleweight Division,9-6-0 (W-L-D)
Richie Santiago,Bantamweight Division,7-1-0 (W-L-D)
Art Santore,Middleweight Division,14-6-0 (W-L-D)
Taila Santos,Women's Flyweight Division,19-2-0 (W-L-D)
Gabriel Santos,Featherweight Division,10-1-0 (W-L-D)
Paulo Santos,Lightweight Division,0-0-0 (W-L-D)
Adriano Santos,Middleweight Division,0-0-0 (W-L-D)
Bruno Santos,Middleweight Division,14-2-0 (W-L-D)
Iliarde Santos,Flyweight Division,27-9-1 (W-L-D)
Leonardo Santos,Lightweight Division,18-7-1 (W-L-D)
Thiago Santos,Light Heavyweight Division,22-11-0 (W-L-D)
Yana Santos,Women's Bantamweight Division,14-7-0 (W-L-D)
Marilia Santos,Women's Flyweight Division,0-0-0 (W-L-D)
Edivan Santos,Heavyweight Division,0-1-0 (W-L-D)
Daniel Santos,Bantamweight Division,1-1-0 (W-L-D)
Nick Sanzo,Lightweight Division,0-0-0 (W-L-D)
Jeka Saragih,Lightweight Division,13-3-0 (W-L-D)
Diego Saraiva,Lightweight Division,9-6-1 (W-L-D)
Yuki Sasaki,Middleweight Division,20-12-1 (W-L-D)
Ulka Sasaki,Flyweight Division,20-6-2 (W-L-D)
Paul Sass,Lightweight Division,13-2-0 (W-L-D)
Keisuke Sasu,Featherweight Division,1-1-0 (W-L-D)
Takashi Sato,Welterweight Division,16-7-0 (W-L-D)
Takenori Sato,Welterweight Division,17-10-7 (W-L-D)
Chris Saunders,Lightweight Division,9-3-0 (W-L-D)
Ben Saunders,Welterweight Division,22-13-2 (W-L-D)
Townsend Saunders,Lightweight Division,0-0-0 (W-L-D)
Matt Sayles,Lightweight Division,8-4-0 (W-L-D)
Brandon Sayles,Heavyweight Division,0-0-0 (W-L-D)
Mark Scanlon,Welterweight Division,7-1-0 (W-L-D)
Eric Schafer,Middleweight Division,14-7-2 (W-L-D)
Kerry Schall,Heavyweight Division,19-7-0 (W-L-D)
Brendan Schaub,Heavyweight Division,11-5-0 (W-L-D)
Matheus Scheffel,Light Heavyweight Division,0-1-0 (W-L-D)
Fabiano Scherner,Heavyweight Division,5-3-0 (W-L-D)
Samy Schiavo,Lightweight Division,10-6-0 (W-L-D)
Pat Schilling,Featherweight Division,5-2-0 (W-L-D)
Semmy Schilt,Heavyweight Division,26-9-1 (W-L-D)
Matt Schnell,Flyweight Division,16-7-0 (W-L-D)
Josh Schockman,Heavyweight Division,7-0-0 (W-L-D)
Alex Schoenauer,Middleweight Division,17-9-0 (W-L-D)
Darrill Schoonover,Heavyweight Division,10-1-0 (W-L-D)
Nate Schroeder,Heavyweight Division,0-0-0 (W-L-D)
Mark Schultz,,0-0-0 (W-L-D)
Justin Scoggins,Flyweight Division,11-5-0 (W-L-D)
Jewel Scott,N/A,N/A
Bradley Scott,Welterweight Division,12-6-0 (W-L-D)
Neil Seery,Flyweight Division,16-13-0 (W-L-D)
Tetsuya Seki,Lightweight Division,0-0-0 (W-L-D)
Stefan Sekulic,Welterweight Division,12-4-0 (W-L-D)
Pete Sell,Welterweight Division,8-6-0 (W-L-D)
Matthew Semelsberger,Welterweight Division,11-5-0 (W-L-D)
Andrei Semenov,Middleweight Division,21-3-0 (W-L-D)
Mackens Semerzier,Featherweight Division,8-4-0 (W-L-D)
YeDam Seo,Women's Strawweight Division,0-1-0 (W-L-D)
Ivan Serati,Light Heavyweight Division,10-3-0 (W-L-D)
Alex Serdyukov,Welterweight Division,12-5-0 (W-L-D)
Matt Serra,Welterweight Division,17-7-0 (W-L-D)
Nick Serra,Welterweight Division,0-0-0 (W-L-D)
Adrian Serrano,Welterweight Division,0-0-0 (W-L-D)
Fredy Serrano,Flyweight Division,3-2-0 (W-L-D)
Dan Severn,Heavyweight Division,70-13-7 (W-L-D)
Rosi Sexton,Women's Bantamweight Division,13-4-0 (W-L-D)
Edmen Shahbazyan,Middleweight Division,12-3-0 (W-L-D)
Leon Shahbazyan,Welterweight Division,7-1-0 (W-L-D)
Don Shainis,Featherweight Division,12-5-0 (W-L-D)
Liliya Shakirova,Women's Flyweight Division,8-2-0 (W-L-D)
Kamal Shalorus,Lightweight Division,7-3-2 (W-L-D)
Frank Shamrock,Middleweight Division,0-0-0 (W-L-D)
Ken Shamrock,Light Heavyweight Division,26-11-2 (W-L-D)
Eric Shelton,Flyweight Division,12-6-0 (W-L-D)
Sean Sherk,Lightweight Division,38-4-1 (W-L-D)
Chase Sherman,Heavyweight Division,16-11-0 (W-L-D)
Valentina Shevchenko,Women's Flyweight Division,23-4-0 (W-L-D)
Antonina Shevchenko,Women's Flyweight Division,10-4-0 (W-L-D)
Jake Shields,Welterweight Division,29-7-1 (W-L-D)
Henrique Shiguemoto,Middleweight Division,0-1-0 (W-L-D)
Shunichi Shimizu,Bantamweight Division,28-9-10 (W-L-D)
Wade Shipp,Heavyweight Division,4-2-0 (W-L-D)
Josh Shockley,Lightweight Division,11-4-0 (W-L-D)
Liudvik Sholinian,Bantamweight Division,9-4-0 (W-L-D)
Jack Shore,Featherweight Division,17-1-0 (W-L-D)
Ivan Shtyrkov,Light Heavyweight Division,16-0-1 (W-L-D)
Sam Sicilia,Featherweight Division,15-8-0 (W-L-D)
Steven Siler,Featherweight Division,23-13-0 (W-L-D)
Mayra Bueno Silva,Women's Bantamweight Division,10-2-1 (W-L-D)
Gabriel Silva,Bantamweight Division,7-2-0 (W-L-D)
Bruno Silva,Flyweight Division,13-5-2 (W-L-D)
Erik Silva,Featherweight Division,9-2-0 (W-L-D)
Wanderlei Silva,Light Heavyweight Division,35-12-1 (W-L-D)
Assuerio Silva,Heavyweight Division,32-4-0 (W-L-D)
Claudio Silva,Welterweight Division,14-4-0 (W-L-D)
Leandro Silva,Lightweight Division,19-4-1 (W-L-D)
Antonio Silva,Heavyweight Division,19-10-0 (W-L-D)
Erick Silva,Welterweight Division,19-9-0 (W-L-D)
Jay Silva,Middleweight Division,5-3-0 (W-L-D)
Anderson Silva,Middleweight Division,34-11-0 (W-L-D)
Wagner Silva,Welterweight Division,3-3-0 (W-L-D)
Felipe Silva,Lightweight Division,8-2-0 (W-L-D)
Joaquim Silva,Lightweight Division,12-4-0 (W-L-D)
Natalia Silva,Women's Flyweight Division,14-5-1 (W-L-D)
Jacob Silva,Flyweight Division,0-2-0 (W-L-D)
Jansey Silva,Middleweight Division,0-1-0 (W-L-D)
Maria Silva,Women's Strawweight Division,1-1-0 (W-L-D)
Karine Silva,Women's Flyweight Division,15-4-0 (W-L-D)
Bruno Silva,Middleweight Division,23-8-0 (W-L-D)
Douglas Silva de Andrade,Bantamweight Division,28-5-0 (W-L-D)
Elias Silverio,Lightweight Division,11-2-0 (W-L-D)
Jamey Simmons,Bantamweight Division,7-4-0 (W-L-D)
Ricky Simon,Bantamweight Division,20-3-0 (W-L-D)
Aaron Simpson,Welterweight Division,11-4-0 (W-L-D)
Wes Sims,Heavyweight Division,22-12-1 (W-L-D)
Everett Sims,Heavyweight Division,4-1-0 (W-L-D)
Tony Sims,Lightweight Division,12-4-0 (W-L-D)
Lodune Sincaid,Middleweight Division,0-0-0 (W-L-D)
Rory Singer,Middleweight Division,12-7-0 (W-L-D)
Arjan Singh Bhullar,Heavyweight Division,9-1-0 (W-L-D)
Elvis Sinosic,Light Heavyweight Division,8-11-2 (W-L-D)
Mitchell Sipe,Heavyweight Division,4-1-0 (W-L-D)
Gian Siqueira,Welterweight Division,0-1-0 (W-L-D)
Jeremia Siregar,Flyweight Division,0-1-0 (W-L-D)
Dennis Siver,Featherweight Division,23-11-0 (W-L-D)
Chas Skelly,Featherweight Division,19-3-0 (W-L-D)
Kimbo Slice,Heavyweight Division,4-2-0 (W-L-D)
Joe Slick,Middleweight Division,0-0-0 (W-L-D)
Devonte Smith,Lightweight Division,11-4-0 (W-L-D)
Cole Smith,Bantamweight Division,7-2-0 (W-L-D)
Michael Smith,N/A,N/A
Maurice Smith,Heavyweight Division,0-0-0 (W-L-D)
Patrick Smith,Heavyweight Division,4-2-0 (W-L-D)
Gilbert Smith,Middleweight Division,5-2-0 (W-L-D)
Colton Smith,Lightweight Division,6-4-0 (W-L-D)
Anthony Smith,Light Heavyweight Division,36-17-0 (W-L-D)
Trevor Smith,Middleweight Division,15-10-0 (W-L-D)
Scott Smith,Middleweight Division,0-0-0 (W-L-D)
Leslie Smith,Women's Bantamweight Division,10-7-1 (W-L-D)
Nate Smith,Flyweight Division,0-1-0 (W-L-D)
Braxton Smith,Heavyweight Division,0-0-0 (W-L-D)
Dmitrii Smoliakov,Heavyweight Division,9-3-0 (W-L-D)
Louis Smolka,Bantamweight Division,17-9-0 (W-L-D)
Shimon Smotritsky,Welterweight Division,0-2-0 (W-L-D)
Richie Smullen,Lightweight Division,3-1-1 (W-L-D)
Devin Smyth,Welterweight Division,0-0-0 (W-L-D)
Peter Sobotta,Welterweight Division,17-6-1 (W-L-D)
Renato Sobral,Light Heavyweight Division,27-7-0 (W-L-D)
Rameau Sokoudjou,Light Heavyweight Division,5-3-0 (W-L-D)
Joe Solecki,Lightweight Division,12-3-0 (W-L-D)
Jin Soo Son,Lightweight Division,9-4-0 (W-L-D)
Joe Son,,0-0-0 (W-L-D)
Song Yadong,Bantamweight Division,19-7-1 (W-L-D)
Chael Sonnen,Light Heavyweight Division,29-14-1 (W-L-D)
Emiliano Sordi,Light Heavyweight Division,16-7-0 (W-L-D)
Punahele Soriano,Middleweight Division,9-3-0 (W-L-D)
Sean Soriano,Featherweight Division,14-8-0 (W-L-D)
Dmitry Sosnovskiy,Heavyweight Division,10-0-0 (W-L-D)
Ben Sosoli,Heavyweight Division,0-1-0 (W-L-D)
Krzysztof Soszynski,Light Heavyweight Division,22-13-1 (W-L-D)
George Sotiropoulos,Lightweight Division,14-6-0 (W-L-D)
Alex Soto,Bantamweight Division,6-2-1 (W-L-D)
Greg Soto,Welterweight Division,8-2-0 (W-L-D)
Joe Soto,Bantamweight Division,18-7-0 (W-L-D)
Andre Soukhamthath,Bantamweight Division,13-8-0 (W-L-D)
Mario Sousa,Middleweight Division,1-2-0 (W-L-D)
Bobby Southworth,Light Heavyweight Division,0-0-0 (W-L-D)
Kevin Souza,Featherweight Division,19-4-0 (W-L-D)
Ronaldo Souza,Middleweight Division,26-10-0 (W-L-D)
Livinha Souza,Women's Strawweight Division,14-4-0 (W-L-D)
Willian Souza,Bantamweight Division,0-0-0 (W-L-D)
Bruno Souza,Featherweight Division,10-3-0 (W-L-D)
Chris Spang,Welterweight Division,5-2-0 (W-L-D)
Andreas Spang,Heavyweight Division,0-0-0 (W-L-D)
Ryan Spann,Light Heavyweight Division,21-8-0 (W-L-D)
Tommy Speer,Welterweight Division,9-3-0 (W-L-D)
Felicia Spencer,Women's Featherweight Division,9-3-0 (W-L-D)
Sean Spencer,Welterweight Division,12-6-0 (W-L-D)
Eric Spicely,Middleweight Division,12-6-0 (W-L-D)
Daniel Spitz,Heavyweight Division,6-3-0 (W-L-D)
Serghei Spivac,Heavyweight Division,16-3-0 (W-L-D)
Daniel Spohn,Light Heavyweight Division,16-5-0 (W-L-D)
Pete Spratt,Welterweight Division,16-8-0 (W-L-D)
Austin Springer,Featherweight Division,10-4-0 (W-L-D)
Georges St-Pierre,Middleweight Division,26-2-0 (W-L-D)
Andreas Stahl,Welterweight Division,9-2-0 (W-L-D)
Ron Stallings,Middleweight Division,13-8-0 (W-L-D)
Cody Stamann,Bantamweight Division,21-5-1 (W-L-D)
Cristina Stanciu,Women's Strawweight Division,5-2-0 (W-L-D)
Brian Stann,Middleweight Division,12-6-0 (W-L-D)
Joshua Stansbury,Light Heavyweight Division,8-5-0 (W-L-D)
Dion Staring,Heavyweight Division,0-0-0 (W-L-D)
Clifford Starks,Middleweight Division,8-2-0 (W-L-D)
Kalib Starnes,Middleweight Division,10-4-1 (W-L-D)
Laureano Staropoli,Middleweight Division,9-5-0 (W-L-D)
Damian Stasiak,Bantamweight Division,10-6-0 (W-L-D)
Dominique Steele,Welterweight Division,14-9-0 (W-L-D)
Ricky Steele,Bantamweight Division,0-0-0 (W-L-D)
Alex Steibling,Middleweight Division,0-0-0 (W-L-D)
Steve Steinbeiss,Middleweight Division,4-4-0 (W-L-D)
Dmitrei Stepanov,Heavyweight Division,0-0-0 (W-L-D)
Jeremy Stephens,Lightweight Division,28-19-0 (W-L-D)
Aljamain Sterling,Bantamweight Division,22-3-0 (W-L-D)
Joe Stevenson,Featherweight Division,36-14-0 (W-L-D)
Maia Stevenson,Women's Strawweight Division,6-5-0 (W-L-D)
Kyle Stewart,Welterweight Division,8-2-0 (W-L-D)
Darren Stewart,Light Heavyweight Division,12-8-0 (W-L-D)
Dan Stittgen,Welterweight Division,7-3-0 (W-L-D)
Lazar Stojadinovic,Featherweight Division,12-6-0 (W-L-D)
Denis Stojnic,Heavyweight Division,12-3-0 (W-L-D)
Julija Stoliarenko,Women's Bantamweight Division,10-8-2 (W-L-D)
Dustin Stoltzfus,Middleweight Division,14-5-0 (W-L-D)
Niklas Stolze,Lightweight Division,0-3-0 (W-L-D)
Ken Stone,Bantamweight Division,11-4-0 (W-L-D)
Rick Story,Welterweight Division,19-9-0 (W-L-D)
Darko Stosic,Light Heavyweight Division,13-4-0 (W-L-D)
Greg Stott,Heavyweight Division,0-0-0 (W-L-D)
Curtis Stout,Middleweight Division,0-0-0 (W-L-D)
Sam Stout,Lightweight Division,21-12-1 (W-L-D)
Jesse Strader,Bantamweight Division,5-3-0 (W-L-D)
Dave Strasser,Welterweight Division,22-4-4 (W-L-D)
Gerald Strebendt,Lightweight Division,7-3-0 (W-L-D)
Sean Strickland,Light Heavyweight Division,26-5-0 (W-L-D)
Mark Striegl,Featherweight Division,18-4-0 (W-L-D)
Hans Stringer,Light Heavyweight Division,22-7-3 (W-L-D)
Stefan Struve,Heavyweight Division,33-13-0 (W-L-D)
Josh Stuart,Lightweight Division,0-0-0 (W-L-D)
Mike Stumpf,Welterweight Division,11-4-0 (W-L-D)
Tatiana Suarez,Women's Flyweight Division,10-0-0 (W-L-D)
Genki Sudo,Lightweight Division,13-3-1 (W-L-D)
Lukasz Sudolski,Light Heavyweight Division,0-1-0 (W-L-D)
George Sullivan,Welterweight Division,17-7-0 (W-L-D)
Amar Suloev,Middleweight Division,36-6-0 (W-L-D)
Justin Sumter,Middleweight Division,7-2-0 (W-L-D)
Rama Supandhi,Flyweight Division,0-1-0 (W-L-D)
Joel Sutton,,0-0-0 (W-L-D)
Danilo Suzart,Heavyweight Division,0-1-0 (W-L-D)
Martin Svensson,Lightweight Division,14-6-0 (W-L-D)
Daniel Swain,Featherweight Division,20-10-1 (W-L-D)
Cub Swanson,Bantamweight Division,28-13-0 (W-L-D)
Mike Swick,Welterweight Division,15-6-0 (W-L-D)
Floyd Sword,Middleweight Division,14-2-0 (W-L-D)
Oumar Sy,Light Heavyweight Division,0-0-0 (W-L-D)
Bentley Syler,Flyweight Division,5-1-0 (W-L-D)
Kevin Syler,Lightweight Division,10-1-0 (W-L-D)
Tim Sylvia,Heavyweight Division,26-4-0 (W-L-D)
Kevin Szaflarski,Heavyweight Division,0-0-0 (W-L-D)
Eugenio Tadeu,Lightweight Division,0-0-0 (W-L-D)
Justin Tafa,Heavyweight Division,6-3-0 (W-L-D)
Junior Tafa,Heavyweight Division,4-1-0 (W-L-D)
Khalid Taha,Bantamweight Division,13-5-0 (W-L-D)
Tatsuro Taira,Flyweight Division,13-0-0 (W-L-D)
Mairbek Taisumov,Lightweight Division,27-6-0 (W-L-D)
Yoshiki Takahashi,Lightweight Division,0-0-0 (W-L-D)
Daiju Takase,Welterweight Division,0-0-0 (W-L-D)
Oleg Taktarov,,0-0-0 (W-L-D)
Nordine Taleb,Welterweight Division,15-7-0 (W-L-D)
Issei Tamura,Bantamweight Division,7-4-0 (W-L-D)
Akitoshi Tamura,Lightweight Division,0-0-0 (W-L-D)
Jason Tan,Welterweight Division,6-3-0 (W-L-D)
Michinori Tanaka,Bantamweight Division,11-3-0 (W-L-D)
Evan Tanner,Middleweight Division,34-8-0 (W-L-D)
Miesha Tate,Women's Flyweight Division,19-9-0 (W-L-D)
Thiago Tavares,Featherweight Division,24-7-1 (W-L-D)
Brad Tavares,Middleweight Division,19-9-0 (W-L-D)
Paul Taylor,Lightweight Division,11-6-1 (W-L-D)
Jesse Taylor,Middleweight Division,32-15-0 (W-L-D)
Danielle Taylor,Women's Strawweight Division,9-4-0 (W-L-D)
James Te Huna,Middleweight Division,18-9-0 (W-L-D)
Paul Teague,N/A,N/A
Shawn Teed,Heavyweight Division,5-2-0 (W-L-D)
Glover Teixeira,Light Heavyweight Division,33-9-0 (W-L-D)
John Teixeira,Featherweight Division,13-1-1 (W-L-D)
Tra Telligman,Heavyweight Division,16-4-0 (W-L-D)
Taneisha Tennant,Women's Featherweight Division,5-1-0 (W-L-D)
David Terrell,Middleweight Division,10-2-0 (W-L-D)
James Terry,Lightweight Division,0-0-0 (W-L-D)
Testy Test,N/A,N/A
Daniel Teymur,Featherweight Division,7-4-0 (W-L-D)
David Teymur,Lightweight Division,8-2-0 (W-L-D)
Motonobu Tezuka,Bantamweight Division,19-6-4 (W-L-D)
Jason Thacker,Middleweight Division,0-0-0 (W-L-D)
Brandon Thatch,Welterweight Division,11-5-0 (W-L-D)
Elias Theodorou,Middleweight Division,17-3-0 (W-L-D)
Paulo Thiago,Welterweight Division,15-8-0 (W-L-D)
Christapher Thomas,N/A,N/A
Timothy Thomas,N/A,N/A
Din Thomas,Lightweight Division,23-9-0 (W-L-D)
Ryan Thomas,Welterweight Division,13-3-0 (W-L-D)
Nick Thompson,Welterweight Division,23-9-0 (W-L-D)
Stephen Thompson,Welterweight Division,17-6-1 (W-L-D)
Oli Thompson,Heavyweight Division,9-4-0 (W-L-D)
Josh Thomson,Lightweight Division,20-8-0 (W-L-D)
Simeon Thoresen,Welterweight Division,17-4-1 (W-L-D)
Gleison Tibau,Lightweight Division,40-14-0 (W-L-D)
Nolan Ticman,Flyweight Division,4-3-0 (W-L-D)
Darren Till,Middleweight Division,18-5-1 (W-L-D)
Denis Tiuliulin,Middleweight Division,11-7-0 (W-L-D)
Andrew Todhunter,Welterweight Division,8-0-0 (W-L-D)
Duško Todorović,Middleweight Division,12-4-0 (W-L-D)
Tuco Tokkos,Light Heavyweight Division,0-1-0 (W-L-D)
Tyler Toner,Featherweight Division,11-3-0 (W-L-D)
James Toney,Heavyweight Division,0-1-0 (W-L-D)
Ilia Topuria,Featherweight Division,13-0-0 (W-L-D)
Anthony Torres,Welterweight Division,5-1-0 (W-L-D)
Miguel Angel Torres,Bantamweight Division,39-5-0 (W-L-D)
Ronys Torres,Lightweight Division,18-3-0 (W-L-D)
Tecia Torres,Women's Strawweight Division,13-6-0 (W-L-D)
Alex Torres,Featherweight Division,2-2-0 (W-L-D)
Jose Torres,Flyweight Division,8-1-0 (W-L-D)
Desmond Torres,Bantamweight Division,0-0-0 (W-L-D)
Manuel Torres,Lightweight Division,13-2-0 (W-L-D)
Salim Touahri,Welterweight Division,10-4-0 (W-L-D)
Dequan Townsend,Middleweight Division,21-12-0 (W-L-D)
Slim Trabelsi,Heavyweight Division,0-0-0 (W-L-D)
Tiago Trator,Featherweight Division,20-6-2 (W-L-D)
Roberto Traven,Heavyweight Division,4-1-0 (W-L-D)
Francisco Trevino,Lightweight Division,12-2-0 (W-L-D)
Angelo Trevino,Welterweight Division,7-2-0 (W-L-D)
Frank Trigg,Welterweight Division,19-8-0 (W-L-D)
Francisco Trinaldo,Welterweight Division,28-9-0 (W-L-D)
Michael Trizano,Featherweight Division,11-3-0 (W-L-D)
Antonio Trocoli,Light Heavyweight Division,12-3-0 (W-L-D)
Tor Troeng,Middleweight Division,16-7-1 (W-L-D)
Robert Trujillo,N/A,N/A
Abel Trujillo,Lightweight Division,15-8-0 (W-L-D)
Arman Tsarukyan,Lightweight Division,19-3-0 (W-L-D)
Rei Tsuruya,N/A,N/A
Chris Tuchscherer,Heavyweight Division,18-4-0 (W-L-D)
Jon Tuck,Lightweight Division,10-5-0 (W-L-D)
Gavin Tucker,Featherweight Division,13-2-0 (W-L-D)
Jumabieke Tuerxun,Bantamweight Division,17-3-0 (W-L-D)
Tai Tuivasa,Heavyweight Division,15-5-0 (W-L-D)
Zubaira Tukhugov,Lightweight Division,20-6-1 (W-L-D)
Teila Tuli,,0-1-0 (W-L-D)
Albert Tumenov,Welterweight Division,17-4-0 (W-L-D)
Ricky Turcios,Bantamweight Division,13-3-0 (W-L-D)
Anton Turkalj,Light Heavyweight Division,8-2-0 (W-L-D)
Wellington Turman,Middleweight Division,18-6-0 (W-L-D)
Courtney Turner,Lightweight Division,0-0-0 (W-L-D)
Jalin Turner,Lightweight Division,14-6-0 (W-L-D)
Austin Turpin,N/A,N/A
Austin Tweedy,Lightweight Division,8-2-0 (W-L-D)
Marcin Tybura,Heavyweight Division,24-7-0 (W-L-D)
Takeru Uchida,Flyweight Division,1-0-0 (W-L-D)
Tagir Ulanbekov,Flyweight Division,15-2-0 (W-L-D)
Carlos Ulberg,Light Heavyweight Division,8-1-0 (W-L-D)
Gasan Umalatov,Welterweight Division,15-5-1 (W-L-D)
Caol Uno,Lightweight Division,25-13-5 (W-L-D)
Logan Urban,Welterweight Division,0-0-0 (W-L-D)
Hector Urbina,Welterweight Division,25-10-0 (W-L-D)
Elias Urbina,Middleweight Division,3-1-0 (W-L-D)
Gilbert Urbina,Middleweight Division,6-2-0 (W-L-D)
Nick Urso,Flyweight Division,10-4-0 (W-L-D)
Yasuhiro Urushitani,Flyweight Division,19-6-6 (W-L-D)
Sho Patrick Usami,Lightweight Division,0-0-0 (W-L-D)
Kamaru Usman,Welterweight Division,20-3-0 (W-L-D)
Mohammed Usman,Heavyweight Division,10-2-0 (W-L-D)
Darren Uyenoyama,Flyweight Division,8-5-0 (W-L-D)
Richie Vaculik,Flyweight Division,10-5-0 (W-L-D)
Richie Vaculik,N/A,N/A
Genaro Valdez,Lightweight Division,10-2-0 (W-L-D)
Charlie Valencia,Bantamweight Division,12-7-0 (W-L-D)
Ivan Valenzuela,Middleweight Division,0-1-0 (W-L-D)
Timur Valiev,Bantamweight Division,18-3-0 (W-L-D)
Victor Valimaki,Light Heavyweight Division,8-3-0 (W-L-D)
Isaac Vallie-Flagg,Lightweight Division,14-5-1 (W-L-D)
Joshua Van,N/A,N/A
Mike Van Arsdale,Light Heavyweight Division,10-3-1 (W-L-D)
Matt Van Buren,Light Heavyweight Division,7-4-0 (W-L-D)
Ron Van Clief,,0-0-0 (W-L-D)
Cameron VanCamp,Lightweight Division,15-7-1 (W-L-D)
Jared Vanderaa,Heavyweight Division,12-10-0 (W-L-D)
Austin Vanderford,Welterweight Division,4-0-0 (W-L-D)
Lando Vannata,Lightweight Division,12-7-2 (W-L-D)
Paige VanZant,Women's Flyweight Division,8-5-0 (W-L-D)
Paul Varelans,,0-0-0 (W-L-D)
Kazula Vargas,Lightweight Division,12-5-0 (W-L-D)
Jamie Varner,Lightweight Division,21-11-1 (W-L-D)
Guilherme Vasconcelos,Middleweight Division,3-2-0 (W-L-D)
Yuri Vaulin,Lightweight Division,0-0-0 (W-L-D)
Javier Vazquez,Featherweight Division,16-5-0 (W-L-D)
Manny Vazquez,Flyweight Division,11-2-0 (W-L-D)
Matt Veach,Lightweight Division,11-2-0 (W-L-D)
Joe Vedepo,Middleweight Division,9-3-0 (W-L-D)
Kelly Velasco,Women's Bantamweight Division,2-2-0 (W-L-D)
David Velasquez,Lightweight Division,0-0-0 (W-L-D)
Cain Velasquez,Heavyweight Division,14-3-0 (W-L-D)
Bojan Velickovic,Welterweight Division,15-6-1 (W-L-D)
Karlos Vemola,Middleweight Division,10-4-0 (W-L-D)
Luigi Vendramini,Lightweight Division,9-3-0 (W-L-D)
Kerry Vera,Women's Bantamweight Division,0-0-0 (W-L-D)
Brandon Vera,Heavyweight Division,12-7-0 (W-L-D)
Marlon Vera,Bantamweight Division,20-8-1 (W-L-D)
Isis Verbeek,N/A,N/A
Ernie Verdicia,,0-0-0 (W-L-D)
Joe Veres,Lightweight Division,5-3-0 (W-L-D)
Nikolay Veretennikov,Welterweight Division,0-1-0 (W-L-D)
CJ Vergara,Flyweight Division,11-4-1 (W-L-D)
Renato Verissimo,Welterweight Division,5-2-0 (W-L-D)
Marvin Vettori,Middleweight Division,19-6-1 (W-L-D)
Hugo Viana,Bantamweight Division,8-4-0 (W-L-D)
Polyana Viana,Women's Strawweight Division,13-5-0 (W-L-D)
James Vick,Welterweight Division,13-5-0 (W-L-D)
Tamires Vidal,Women's Bantamweight Division,7-1-0 (W-L-D)
Rodolfo Vieira,Middleweight Division,8-2-0 (W-L-D)
Milton Vieira,Featherweight Division,13-8-2 (W-L-D)
Ketlen Vieira,Women's Bantamweight Division,13-3-0 (W-L-D)
Reginaldo Vieira,Bantamweight Division,14-5-0 (W-L-D)
Steve Vigneault,Middleweight Division,11-6-0 (W-L-D)
Gian Villante,Heavyweight Division,17-14-0 (W-L-D)
Ike Villanueva,Light Heavyweight Division,18-14-0 (W-L-D)
Armando Villarreal,Bantamweight Division,5-1-0 (W-L-D)
Yuri Villefort,Welterweight Division,6-3-0 (W-L-D)
Danillo Villefort,Welterweight Division,0-0-0 (W-L-D)
Marcos Vinicius,Flyweight Division,20-6-1 (W-L-D)
Falaniko Vitale,Middleweight Division,14-3-0 (W-L-D)
Cheyanne Vlismas,Women's Strawweight Division,7-3-0 (W-L-D)
Bobby Voelker,Welterweight Division,24-12-0 (W-L-D)
Alexander Volkanovski,Lightweight Division,25-2-0 (W-L-D)
Jacob Volkmann,Lightweight Division,15-4-0 (W-L-D)
Alexander Volkov,Heavyweight Division,36-10-0 (W-L-D)
Jason Von Flue,Welterweight Division,13-6-1 (W-L-D)
Chris Wade,Lightweight Division,12-3-0 (W-L-D)
Neil Wain,Heavyweight Division,5-1-0 (W-L-D)
TJ Waldburger,Welterweight Division,16-9-0 (W-L-D)
